Order_id,Order_date,Customer_id,Customer_name,Product,Category,City,Quantity,Unit_price,Payment_method,Discount,Sales_amount,Region,Customer_type,Order_status
ORD0448,28-10-2026,C066,Suresh,Laptop,Electronics,Mumbai,5,55000,UPI,0%,275000,West,New,Completed
ORD0449,13-10-2026,C015,Kavya,Office Chair,Furniture,Pune,3,8500,UPI,20%,20400,West,Returning,Completed
ORD0450,22-03-2026,C095,Ananya,Mouse,Electronics,Bangalore,1,900,UPI,20%,720,South,Returning,Completed
ORD0451,04-01-2026,C060,Pooja,Shoes,Clothing,Pune,2,2800,UPI,15%,4760,West,Returning,Completed
ORD0452,29-07-2026,C075,Suresh,Vacuum Cleaner,Home Appliances,Bangalore,4,7500,UPI,0%,30000,South,Returning,Completed
ORD0453,09-04-2026,C044,Asha,Smartphone,Electronics,Bangalore,2,32000,Card,0%,64000,South,Returning,Completed
ORD0454,16-05-2026,C062,Vikram,Desk,Furniture,Mumbai,3,12000,Net Banking,20%,28800,West,Returning,Completed
ORD0455,26-01-2026,C026,Rohan,Shoes,Clothing,Delhi,3,2800,Card,0%,8400,North,Returning,Completed
ORD0456,06-10-2026,C063,Aditya,Vacuum Cleaner,Home Appliances,Pune,5,7500,UPI,10%,33750,West,Returning,Completed
ORD0457,16-01-2026,C097,Divya,Vacuum Cleaner,Home Appliances,Mumbai,4,7500,Net Banking,15%,25500,West,Returning,Completed
ORD0458,27-03-2026,C036,Kiran,Desk,Furniture,Chennai,2,12000,Net Banking,15%,20400,South,New,Completed
ORD0459,28-05-2026,C067,Priya,T-Shirt,Clothing,Delhi,4,900,Card,0%,3600,North,Returning,Completed
ORD0460,03-02-2026,C097,Rohan,Table Lamp,Furniture,Bangalore,5,1800,UPI,20%,7200,South,Returning,Completed
ORD0461,16-12-2026,C076,Kavya,Jacket,Clothing,Pune,1,3200,UPI,15%,2720,West,Returning,Completed
ORD0462,30-06-2026,C076,Vikram,Bookshelf,Furniture,Chennai,1,6500,Net Banking,5%,6175,South,New,Completed
ORD0463,08-01-2026,C079,Pooja,Jeans,Clothing,Bangalore,4,1800,UPI,10%,6480,South,New,Completed
ORD0464,16-06-2026,C013,Manoj,Jeans,Clothing,Mumbai,3,1800,Card,20%,4320,West,Returning,Completed
ORD0465,31-05-2026,C007,Priya,Shoes,Clothing,Pune,3,2800,Net Banking,15%,7140,West,Returning,Completed
ORD0466,12-11-2026,C094,Rahul,Mixer,Home Appliances,Hyderabad,1,3500,Card,5%,3325,South,Returning,Completed
ORD0467,04-08-2026,C015,Manoj,Keyboard,Electronics,Chennai,3,1800,Net Banking,20%,4320,South,Returning,Completed
ORD0468,28-04-2026,C050,Amit,Desk,Furniture,Bangalore,5,12000,Net Banking,5%,57000,South,Returning,Completed
ORD0469,20-02-2026,C079,Sneha,Bookshelf,Furniture,Delhi,5,6500,Net Banking,10%,29250,North,Returning,Completed
ORD0470,16-05-2026,C027,Suresh,Jeans,Clothing,Mysore,1,1800,UPI,15%,1530,South,Returning,Completed
ORD0471,11-05-2026,C073,Sneha,Smartphone,Electronics,Bangalore,5,32000,UPI,0%,160000,South,Returning,Completed
ORD0472,31-08-2026,C070,Manoj,Mixer,Home Appliances,Bangalore,4,3500,Cash,5%,13300,South,Returning,Completed
ORD0473,02-07-2026,C022,Aditya,Headphones,Electronics,Hyderabad,5,2500,Card,15%,10625,South,New,Completed
ORD0474,25-07-2026,C033,Asha,T-Shirt,Clothing,Pune,1,900,Cash,20%,720,West,New,Completed
ORD0475,10-04-2026,C076,Divya,Mixer,Home Appliances,Mangalore,1,3500,Cash,10%,3150,South,New,Completed
ORD0476,26-03-2026,C005,Pooja,Office Chair,Furniture,Pune,2,8500,Cash,20%,13600,West,New,Completed
ORD0477,16-04-2026,C010,Rohan,Jeans,Clothing,Bangalore,5,1800,Net Banking,20%,7200,South,New,Completed
ORD0478,21-11-2026,C046,Rohan,Headphones,Electronics,Hyderabad,2,2500,Cash,5%,4750,South,Returning,Completed
ORD0479,21-03-2026,C056,Vikram,Fan,Home Appliances,Delhi,4,2800,Card,15%,9520,North,Returning,Completed
ORD0480,02-12-2026,C050,Neha,Headphones,Electronics,Bangalore,4,2500,Card,15%,8500,South,Returning,Completed
ORD0481,25-07-2026,C033,Vikram,T-Shirt,Clothing,Mumbai,3,900,Net Banking,15%,2295,West,New,Completed
ORD0482,      17-09-2026,C055,Suresh,Table Lamp,Furniture,Bangalore,1,1800,Card,0%,1800,South,Returning,Completed
ORD0483,       01-09-2026,C082,Rohan,Table Lamp,Furniture,Mumbai,5,1800,Cash,5%,8550,West,Returning,Completed
ORD0484,22-12-2026,C057,Manoj,Bookshelf,Furniture,Mumbai,1,6500,Cash,0%,6500,West,Returning,Completed
ORD0485,07-10-2026,C040,Kiran,Smartphone,Electronics,Mangalore,2,32000,UPI,10%,57600,South,New,Completed
ORD0486,09-07-2026,C089,Divya,Laptop,Electronics,Hyderabad,1,55000,Cash,0%,55000,South,New,Completed
ORD0487,26-04-2026,C027,Manoj,Mixer,Home Appliances,Mumbai,3,3500,Net Banking,20%,8400,West,New,Completed
ORD0488,10-02-2026,C021,Meera,Bookshelf,Furniture,Hyderabad,1,6500,Card,5%,6175,South,Returning,Completed
ORD0489,03-02-2026,C065,Aditya,Shoes,Clothing,Hyderabad,4,2800,Card,15%,9520,South,Returning,Completed
ORD0490,03-10-2026,C072,Suresh,Shoes,Clothing,Delhi,1,2800,Card,5%,2660,North,Returning,Completed
ORD0491,13-09-2026,C018,Kiran,Smartphone,Electronics,Pune,3,32000,Net Banking,10%,86400,West,Returning,Completed
ORD0492,16-07-2026,C099,Meera,Jacket,Clothing,Mumbai,3,3200,Cash,15%,8160,West,Returning,Completed
ORD0493,28-03-2026,C096,Amit,Laptop,Electronics,Bangalore,2,55000,UPI,0%,110000,South,Returning,Completed
ORD0494,24-05-2026,C077,Vikram,Table Lamp,Furniture,Bangalore,3,1800,Card,5%,5130,South,Returning,Completed
ORD0495,24-09-2026,C083,Neha,Fan,Home Appliances,Chennai,4,2800,Net Banking,20%,8960,South,Returning,Completed
ORD0496,14-03-2026,C078,Priya,Desk,Furniture,Mysore,4,12000,UPI,0%,48000,South,Returning,Completed
ORD0497,03-07-2026,C100,Ananya,Vacuum Cleaner,Home Appliances,Mangalore,5,7500,UPI,10%,33750,South,Returning,Completed
ORD0498,03-01-2026,C062,Meera,Jacket,Clothing,Mangalore,3,3200,Net Banking,15%,8160,South,Returning,Completed
ORD0499,17-07-2026,C056,Sneha,Bookshelf,Furniture,Delhi,2,6500,UPI,15%,11050,North,New,Completed
ORD0500,15-03-2026,C080,Divya,Microwave,Home Appliances,Delhi,3,11000,Card,15%,28050,North,New,Returned
